Career Key,Qualification Key,Qualification ID,Qualification Title,NQF Level,Career Family,Career Name,Match Type,Relevance Score,Career Source,Review Flag
C0075,Q0866,SP-210401,Occupational Skills Programme: New Venture Creation,NQF LEVEL 02,Business & Management,Operations Administrator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0254,Q0867,SP-211008,Occupational Skills Programme: Occupational Qualifications and Skills Programmes Development Facilitator,NQF LEVEL 05,HR & Training,Training Facilitator,Direct,5,Starter title-based mapping,
C0240,Q0867,SP-211008,Occupational Skills Programme: Occupational Qualifications and Skills Programmes Development Facilitator,NQF LEVEL 05,HR & Training,Assessor,Related,4,Starter title-based mapping,
C0251,Q0867,SP-211008,Occupational Skills Programme: Occupational Qualifications and Skills Programmes Development Facilitator,NQF LEVEL 05,HR & Training,Skills Development Facilitator,Related,4,Starter title-based mapping,
C0647,Q0868,SP-211002,Occupational Skills Programme: Occupational Screening Spirometry,NQF LEVEL 05,Other / Review,Occupational Screening Spirometry,Direct,5,Starter title-based mapping,Review career mapping; Qualification ID + NQF maps to multiple titles
C0382,Q0869,SP-220310,Occupational Skills Programme: Order Picker Lift Truck F8 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Forklift Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0402,Q0869,SP-220310,Occupational Skills Programme: Order Picker Lift Truck F8 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Warehouse Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0389,Q0869,SP-220310,Occupational Skills Programme: Order Picker Lift Truck F8 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Materials Handler,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0382,Q0870,SP-220311,Occupational Skills Programme: Order Picker Lift Truck F9 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Forklift Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0402,Q0870,SP-220311,Occupational Skills Programme: Order Picker Lift Truck F9 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Warehouse Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0389,Q0870,SP-220311,Occupational Skills Programme: Order Picker Lift Truck F9 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Materials Handler,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0189,Q0871,SP-211022,Occupational Skills Programme: Overhead Crane Cab Controlled C31 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0771,Q0871,SP-211022,Occupational Skills Programme: Overhead Crane Cab Controlled C31 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0769,Q0871,SP-211022,Occupational Skills Programme: Overhead Crane Cab Controlled C31 Operator,NQF LEVEL 03,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0174,Q0871,SP-211022,Occupational Skills Programme: Overhead Crane Cab Controlled C31 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0770,Q0871,SP-211022,Occupational Skills Programme: Overhead Crane Cab Controlled C31 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0189,Q0872,SP-211023,Occupational Skills Programme: Overhead Crane Pendant Radio Controlled C30 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0771,Q0872,SP-211023,Occupational Skills Programme: Overhead Crane Pendant Radio Controlled C30 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0769,Q0872,SP-211023,Occupational Skills Programme: Overhead Crane Pendant Radio Controlled C30 Operator,NQF LEVEL 03,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0174,Q0872,SP-211023,Occupational Skills Programme: Overhead Crane Pendant Radio Controlled C30 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0770,Q0872,SP-211023,Occupational Skills Programme: Overhead Crane Pendant Radio Controlled C30 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0382,Q0873,SP-220314,Occupational Skills Programme: Pallet Lift Truck F12 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Forklift Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0402,Q0873,SP-220314,Occupational Skills Programme: Pallet Lift Truck F12 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Warehouse Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0389,Q0873,SP-220314,Occupational Skills Programme: Pallet Lift Truck F12 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Materials Handler,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0382,Q0874,SP-220308,Occupational Skills Programme: Pedestrian-controlled Lift Truck F6 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Forklift Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0402,Q0874,SP-220308,Occupational Skills Programme: Pedestrian-controlled Lift Truck F6 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Warehouse Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0389,Q0874,SP-220308,Occupational Skills Programme: Pedestrian-controlled Lift Truck F6 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Materials Handler,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0382,Q0875,SP-220309,Occupational Skills Programme: Pedestrian-controlled Lift Truck F7 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Forklift Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0402,Q0875,SP-220309,Occupational Skills Programme: Pedestrian-controlled Lift Truck F7 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Warehouse Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0389,Q0875,SP-220309,Occupational Skills Programme: Pedestrian-controlled Lift Truck F7 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Materials Handler,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0189,Q0876,SP-211024,Occupational Skills Programme: Pillar Mounted Jip Crane C54 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0771,Q0876,SP-211024,Occupational Skills Programme: Pillar Mounted Jip Crane C54 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0769,Q0876,SP-211024,Occupational Skills Programme: Pillar Mounted Jip Crane C54 Operator,NQF LEVEL 03,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0174,Q0876,SP-211024,Occupational Skills Programme: Pillar Mounted Jip Crane C54 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0770,Q0876,SP-211024,Occupational Skills Programme: Pillar Mounted Jip Crane C54 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0190,Q0877,SP-210403,Occupational Skills Programme: Plumbing Hand,NQF LEVEL 03,Engineering & Trades,Plumber,Direct,5,Starter title-based mapping,
C0178,Q0877,SP-210403,Occupational Skills Programme: Plumbing Hand,NQF LEVEL 03,Engineering & Trades,Maintenance Plumber,Related,4,Starter title-based mapping,
C0187,Q0877,SP-210403,Occupational Skills Programme: Plumbing Hand,NQF LEVEL 03,Engineering & Trades,Pipe Fitter,Related,4,Starter title-based mapping,
C0669,Q0878,SP-240504,Occupational Skills Programme: Pothole Repair Person,NQF LEVEL 03,Other / Review,Pothole Repair Person,Direct,5,Starter title-based mapping,Review career mapping
C0337,Q0879,SP-230375,Occupational Skills Programme: Python Programmer,NQF LEVEL 04,ICT & Data,Python Developer,Direct,5,Starter title-based mapping,
C0342,Q0879,SP-230375,Occupational Skills Programme: Python Programmer,NQF LEVEL 04,ICT & Data,Software Developer,Related,4,Starter title-based mapping,
C0310,Q0879,SP-230375,Occupational Skills Programme: Python Programmer,NQF LEVEL 04,ICT & Data,Automation Developer,Related,4,Starter title-based mapping,
C0189,Q0880,SP-211025,Occupational Skills Programme: Rail Mounted Gantry Crane C52 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0771,Q0880,SP-211025,Occupational Skills Programme: Rail Mounted Gantry Crane C52 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0769,Q0880,SP-211025,Occupational Skills Programme: Rail Mounted Gantry Crane C52 Operator,NQF LEVEL 03,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0174,Q0880,SP-211025,Occupational Skills Programme: Rail Mounted Gantry Crane C52 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0770,Q0880,SP-211025,Occupational Skills Programme: Rail Mounted Gantry Crane C52 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0382,Q0881,SP-220317,Occupational Skills Programme: Rail Mounted Stacker Lift Truck F15 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Forklift Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0402,Q0881,SP-220317,Occupational Skills Programme: Rail Mounted Stacker Lift Truck F15 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Warehouse Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0389,Q0881,SP-220317,Occupational Skills Programme: Rail Mounted Stacker Lift Truck F15 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Materials Handler,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0382,Q0882,SP-220318,Occupational Skills Programme: Rail Mounted Stacker Lift Truck F16 Driver,NQF LEVEL 03,Logistics & Supply Chain,Forklift Operator,Direct,5,Starter title-based mapping,
C0402,Q0882,SP-220318,Occupational Skills Programme: Rail Mounted Stacker Lift Truck F16 Driver,NQF LEVEL 03,Logistics & Supply Chain,Warehouse Operator,Related,4,Starter title-based mapping,
C0389,Q0882,SP-220318,Occupational Skills Programme: Rail Mounted Stacker Lift Truck F16 Driver,NQF LEVEL 03,Logistics & Supply Chain,Materials Handler,Related,4,Starter title-based mapping,
C0382,Q0883,SP-220307,Occupational Skills Programme: Reach Lift Truck F5 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Forklift Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0402,Q0883,SP-220307,Occupational Skills Programme: Reach Lift Truck F5 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Warehouse Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0389,Q0883,SP-220307,Occupational Skills Programme: Reach Lift Truck F5 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Materials Handler,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0686,Q0884,SP-211026,Occupational Skills Programme: Reach Stacker C48 Operator,NQF LEVEL 03,Other / Review,Reach Stacker C48 Operator,Direct,5,Starter title-based mapping,Review career mapping; Qualification ID + NQF maps to multiple titles
C0687,Q0885,SP-220325,Occupational Skills Programme: Red Meat De-Boner,NQF LEVEL 02,Other / Review,Red Meat De-Boner,Direct,5,Starter title-based mapping,Review career mapping
C0689,Q0886,SP-210408,Occupational Skills Programme: Refrigerant Safe Handling,NQF LEVEL 02,Other / Review,Refrigerant Safe Handling,Direct,5,Starter title-based mapping,Review career mapping
C0691,Q0887,SP-210602,Occupational Skills Programme: Renewable Energy Workshop Assistant,NQF LEVEL 04,Other / Review,Renewable Energy Workshop Assistant,Direct,5,Starter title-based mapping,Review career mapping
C0382,Q0888,SP-220313,Occupational Skills Programme: Rough Terrain Lift Truck F11 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Forklift Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0402,Q0888,SP-220313,Occupational Skills Programme: Rough Terrain Lift Truck F11 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Warehouse Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0389,Q0888,SP-220313,Occupational Skills Programme: Rough Terrain Lift Truck F11 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Materials Handler,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0702,Q0889,SP-191214,Occupational Skills Programme: Seamstress,NQF LEVEL 03,Other / Review,Seamstress,Direct,5,Starter title-based mapping,Review career mapping
C0213,Q0890,SP-191208,Occupational Skills Programme: Shielded Metal Arc Welder,NQF LEVEL 02,Engineering & Trades,Welder,Direct,5,Starter title-based mapping,
C0162,Q0890,SP-191208,Occupational Skills Programme: Shielded Metal Arc Welder,NQF LEVEL 02,Engineering & Trades,Fabrication Welder,Related,4,Starter title-based mapping,
C0144,Q0890,SP-191208,Occupational Skills Programme: Shielded Metal Arc Welder,NQF LEVEL 02,Engineering & Trades,Boilermaker Assistant,Related,4,Starter title-based mapping,
C0189,Q0891,SP-211030,Occupational Skills Programme: Side Boom Crane C60 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0771,Q0891,SP-211030,Occupational Skills Programme: Side Boom Crane C60 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0769,Q0891,SP-211030,Occupational Skills Programme: Side Boom Crane C60 Operator,NQF LEVEL 03,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0174,Q0891,SP-211030,Occupational Skills Programme: Side Boom Crane C60 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0770,Q0891,SP-211030,Occupational Skills Programme: Side Boom Crane C60 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0708,Q0892,SP-211031,Occupational Skills Programme: Side Loader Container C56 Operator,NQF LEVEL 03,Other / Review,Side Loader Container C56 Operator,Direct,5,Starter title-based mapping,Review career mapping; Qualification ID + NQF maps to multiple titles
C0382,Q0893,SP-220312,Occupational Skills Programme: Side Loader Lift Truck F10 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Forklift Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0402,Q0893,SP-220312,Occupational Skills Programme: Side Loader Lift Truck F10 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Warehouse Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0389,Q0893,SP-220312,Occupational Skills Programme: Side Loader Lift Truck F10 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Materials Handler,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0247,Q0894,SP-220321,Occupational Skills Programme: Skills Development Facilitation Practitioner,NQF LEVEL 05,HR & Training,HR Administrator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0248,Q0894,SP-220321,Occupational Skills Programme: Skills Development Facilitation Practitioner,NQF LEVEL 05,HR & Training,HR Officer,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0249,Q0894,SP-220321,Occupational Skills Programme: Skills Development Facilitation Practitioner,NQF LEVEL 05,HR & Training,Learning & Development Coordinator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0711,Q0895,SP-240207,Occupational Skills Programme: Small Domestic Appliance Repairer,NQF LEVEL 03,Other / Review,Small Domestic Appliance Repairer,Direct,5,Starter title-based mapping,Review career mapping
C0714,Q0896,SP-220903,Occupational Skills Programme: Specialised Chainsaw Operator,NQF LEVEL 03,Other / Review,Specialised Chainsaw Operator,Direct,5,Starter title-based mapping,Review career mapping
C0395,Q0897,SP-230203,Occupational Skills Programme: Store Person Explosives,NQF LEVEL 04,Logistics & Supply Chain,Store Person,Direct,5,Starter title-based mapping,
C0401,Q0897,SP-230203,Occupational Skills Programme: Store Person Explosives,NQF LEVEL 04,Logistics & Supply Chain,Warehouse Clerk,Related,4,Starter title-based mapping,
C0385,Q0897,SP-230203,Occupational Skills Programme: Store Person Explosives,NQF LEVEL 04,Logistics & Supply Chain,Inventory Controller,Related,4,Starter title-based mapping,
C0452,Q0898,SP-221121,Occupational Skills Programme: Surface Blasting Assistant,NQF LEVEL 02,Mining,Mining Operator,Direct,5,Starter title-based mapping,
C0453,Q0898,SP-221121,Occupational Skills Programme: Surface Blasting Assistant,NQF LEVEL 02,Mining,Mining Production Worker,Related,4,Starter title-based mapping,
C0451,Q0898,SP-221121,Occupational Skills Programme: Surface Blasting Assistant,NQF LEVEL 02,Mining,Mine Technician,Related,4,Starter title-based mapping,
C0724,Q0899,SP-221124,Occupational Skills Programme: Surface Safe Declarer,NQF LEVEL 02,Other / Review,Surface Safe Declarer,Direct,5,Starter title-based mapping,Review career mapping
C0112,Q0900,SP-220328,Occupational Skills Programme: Technopreneur,NQF LEVEL 04,Business & Management,Technopreneur,Direct,5,Starter title-based mapping,
C0075,Q0900,SP-220328,Occupational Skills Programme: Technopreneur,NQF LEVEL 04,Business & Management,Operations Administrator,Related,4,Starter title-based mapping,
C0189,Q0901,SP-211034,Occupational Skills Programme: Telescopic Boom Handler C46 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0771,Q0901,SP-211034,Occupational Skills Programme: Telescopic Boom Handler C46 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0769,Q0901,SP-211034,Occupational Skills Programme: Telescopic Boom Handler C46 Operator,NQF LEVEL 03,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0174,Q0901,SP-211034,Occupational Skills Programme: Telescopic Boom Handler C46 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0770,Q0901,SP-211034,Occupational Skills Programme: Telescopic Boom Handler C46 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0189,Q0902,SP-211035,Occupational Skills Programme: Tower Crane Bottom Slewing C42 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0771,Q0902,SP-211035,Occupational Skills Programme: Tower Crane Bottom Slewing C42 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0769,Q0902,SP-211035,Occupational Skills Programme: Tower Crane Bottom Slewing C42 Operator,NQF LEVEL 03,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0174,Q0902,SP-211035,Occupational Skills Programme: Tower Crane Bottom Slewing C42 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0770,Q0902,SP-211035,Occupational Skills Programme: Tower Crane Bottom Slewing C42 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0189,Q0903,SP-211036,Occupational Skills Programme: Tower Crane-Top Slewing C41 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0771,Q0903,SP-211036,Occupational Skills Programme: Tower Crane-Top Slewing C41 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0769,Q0903,SP-211036,Occupational Skills Programme: Tower Crane-Top Slewing C41 Operator,NQF LEVEL 03,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0174,Q0903,SP-211036,Occupational Skills Programme: Tower Crane-Top Slewing C41 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0770,Q0903,SP-211036,Occupational Skills Programme: Tower Crane-Top Slewing C41 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0189,Q0904,SP-211037,Occupational Skills Programme: Truck Mounted Crane C32 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0771,Q0904,SP-211037,Occupational Skills Programme: Truck Mounted Crane C32 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0769,Q0904,SP-211037,Occupational Skills Programme: Truck Mounted Crane C32 Operator,NQF LEVEL 03,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0174,Q0904,SP-211037,Occupational Skills Programme: Truck Mounted Crane C32 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0770,Q0904,SP-211037,Occupational Skills Programme: Truck Mounted Crane C32 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0452,Q0905,SP-221120,Occupational Skills Programme: Underground Coal Blasting Assistant,NQF LEVEL 02,Mining,Mining Operator,Direct,5,Starter title-based mapping,
C0453,Q0905,SP-221120,Occupational Skills Programme: Underground Coal Blasting Assistant,NQF LEVEL 02,Mining,Mining Production Worker,Related,4,Starter title-based mapping,
C0451,Q0905,SP-221120,Occupational Skills Programme: Underground Coal Blasting Assistant,NQF LEVEL 02,Mining,Mine Technician,Related,4,Starter title-based mapping,
C0452,Q0906,SP-221119,Occupational Skills Programme: Underground Hardrock Blasting Assistant,NQF LEVEL 02,Mining,Mining Operator,Direct,5,Starter title-based mapping,
C0453,Q0906,SP-221119,Occupational Skills Programme: Underground Hardrock Blasting Assistant,NQF LEVEL 02,Mining,Mining Production Worker,Related,4,Starter title-based mapping,
C0451,Q0906,SP-221119,Occupational Skills Programme: Underground Hardrock Blasting Assistant,NQF LEVEL 02,Mining,Mine Technician,Related,4,Starter title-based mapping,
C0748,Q0907,SP-221122,Occupational Skills Programme: Underground Hardrock Safe Declarer,NQF LEVEL 02,Other / Review,Underground Hardrock Safe Declarer,Direct,5,Starter title-based mapping,Review career mapping
C0749,Q0908,SP-221125,Occupational Skills Programme: Underground Hardrock Support Installer,NQF LEVEL 02,Other / Review,Underground Hardrock Support Installer,Direct,5,Starter title-based mapping,Review career mapping
C0382,Q0909,SP-220315,Occupational Skills Programme: VNA Lift Truck F13 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Forklift Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0402,Q0909,SP-220315,Occupational Skills Programme: VNA Lift Truck F13 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Warehouse Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0389,Q0909,SP-220315,Occupational Skills Programme: VNA Lift Truck F13 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Materials Handler,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0382,Q0910,SP-220316,Occupational Skills Programme: VNA Lift Truck F14 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Forklift Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0402,Q0910,SP-220316,Occupational Skills Programme: VNA Lift Truck F14 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Warehouse Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0389,Q0910,SP-220316,Occupational Skills Programme: VNA Lift Truck F14 Driver Skills Programme,NQF LEVEL 03,Logistics & Supply Chain,Materials Handler,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0189,Q0911,SP-211038,Occupational Skills Programme: Wall Mounted Jib Crane C58 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0771,Q0911,SP-211038,Occupational Skills Programme: Wall Mounted Jib Crane C58 Operator,NQF LEVEL 03,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0769,Q0911,SP-211038,Occupational Skills Programme: Wall Mounted Jib Crane C58 Operator,NQF LEVEL 03,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0174,Q0911,SP-211038,Occupational Skills Programme: Wall Mounted Jib Crane C58 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0770,Q0911,SP-211038,Occupational Skills Programme: Wall Mounted Jib Crane C58 Operator,NQF LEVEL 03,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0763,Q0912,SP-191209,Occupational Skills Programme: Wheel Balancer,NQF LEVEL 01,Other / Review,Wheel Balancer,Direct,5,Starter title-based mapping,Review career mapping
C0247,Q0913,SP-220322,Occupational Skills Programme: Work Based Learning and Development Practitioner,NQF LEVEL 05,HR & Training,HR Administrator,Direct,5,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0248,Q0913,SP-220322,Occupational Skills Programme: Work Based Learning and Development Practitioner,NQF LEVEL 05,HR & Training,HR Officer,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
C0249,Q0913,SP-220322,Occupational Skills Programme: Work Based Learning and Development Practitioner,NQF LEVEL 05,HR & Training,Learning & Development Coordinator,Related,4,Starter title-based mapping,Qualification ID + NQF maps to multiple titles
